44,2339357,North,forZe,Nuke,16,8,1
45,2339355,FURIA,Endpoint,Inferno,16,6,1
46,2339372,AVANT,Formidable,Dust2,16,3,1
47,2339109,G2,OG,Dust2,5,16,2
48,2339109,G2,OG,Inferno,16,7,1
49,2339109,G2,OG,Nuke,16,14,1
50,2339108,Evil Geniuses,OG,Inferno,14,16,2
51,2339108,Evil Geniuses,OG,Mirage,3,16,2
52,2339108,Evil Geniuses,OG,Train,16,4,1
53,2339106,100 Thieves,Evil Geniuses,Nuke,16,19,2
54,2339106,100 Thieves,Evil Geniuses,Train,4,16,2
55,2339107,G2,OG,Dust2,16,6,1
56,2339107,G2,OG,Nuke,16,8,1
57,2339104,100 Thieves,G2,Vertigo,12,16,2
58,2339104,100 Thieves,G2,Dust2,13,16,2
59,2339105,Evil Geniuses,OG,Dust2,17,19,2
60,2339105,Evil Geniuses,OG,Nuke,14,16,2
61,2339105,Evil Geniuses,OG,Inferno,16,14,1
62,2339291,Chiefs,Paradox,Inferno,16,5,1
63,2339377,Mythic,Monstars,Inferno,28,25,1
64,2339370,Skyfire,FURY,Overpass,4,16,2
65,2339328,Incept,Chiefs,Inferno,12,16,2
66,2339301,pro100,Espada,Train,25,22,1
67,2339343,Rap Gang,Divine,Inferno,6,16,2
68,2339343,Rap Gang,Divine,Overpass,16,12,1
69,2339343,Rap Gang,Divine,Dust2,8,16,2
70,2339151,ORDER,TRIDENT,Train,16,11,1
71,2339301,pro100,Espada,Mirage,16,12,1
72,2339354,Spirit,Gambit Youngsters,Dust2,16,14,1
73,2339354,Spirit,Gambit Youngsters,Mirage,16,4,1
74,2339354,Spirit,Gambit Youngsters,Overpass,12,16,2
75,2339333,fakemaquinas,GamerLegion,Inferno,19,17,1
76,2339332,Apeks,SMASH,Mirage,19,16,1
77,2339340,Divine,Infinity,Dust2,16,6,1
78,2339341,Mythic,Faint,Mirage,16,14,1
79,2339347,Skyfire,Incept,Overpass,16,8,1
80,2339346,DivisionX,SHIFT,Inferno,14,16,2
81,2339348,FURY,madlikewizards,Inferno,3,16,2
82,2339349,MC,Paradox,Mirage,14,16,2
83,2339351,Skyfire,Paradox,Overpass,16,11,1
84,2339351,Skyfire,Paradox,Vertigo,16,11,1
85,2339346,DivisionX,SHIFT,Train,8,16,2
86,2339335,Lyngby Vikings,Apeks,Nuke,11,16,2
87,2339300,EXTREMUM,Unique,Inferno,11,16,2
88,2339103,Complexity,Natus Vincere,Mirage,9,16,2
89,2339300,EXTREMUM,Unique,Nuke,11,16,2
90,2339369,Apeks,Pompa,Overpass,22,19,1
91,2339369,Apeks,Pompa,Mirage,16,10,1
92,2339103,Complexity,Natus Vincere,Train,10,16,2
93,2339369,Apeks,Pompa,Vertigo,16,19,2
94,2339334,AGO,Pompa,Train,20,22,2
95,2339102,Natus Vincere,Vitality,Inferno,16,12,1
96,2339102,Natus Vincere,Vitality,Dust2,16,6,1
97,2339336,KOVA,SKADE,Train,16,13,1
98,2339299,Gambit Youngsters,SG.pro,Dust2,19,16,1
99,2339231,DivisionX,SHIFT,Inferno,16,11,1
100,2339231,DivisionX,SHIFT,Vertigo,16,5,1
101,2339310,madlikewizards,MC,Dust2,5,16,2
102,2339309,Paradox,Airborne,Dust2,16,12,1
103,2339311,Ground Zero,Formidable,Dust2,16,4,1
104,2339313,Ground Zero,Paradox,Inferno,16,14,1
105,2339313,Ground Zero,Paradox,Mirage,16,14,1
106,2339313,Ground Zero,Paradox,Train,4,16,2
107,2339100,Natus Vincere,Astralis,Train,6,16,2
108,2339299,Gambit Youngsters,SG.pro,Train,16,7,1
109,2339100,Natus Vincere,Astralis,Inferno,16,14,1
110,2339100,Natus Vincere,Astralis,Nuke,16,9,1
111,2339101,Vitality,Complexity,Inferno,5,16,2
112,2339101,Vitality,Complexity,Mirage,10,16,2
113,2339326,Lyngby Vikings,Secret,Nuke,16,11,1
114,2339325,KOVA,Japaleno,Dust2,16,14,1
115,2339327,sAw,AGO,Dust2,8,16,2
116,2339329,SKADE,Demolition Crew,Inferno,16,12,1
117,2339098,Natus Vincere,Vitality,Dust2,9,16,2
118,2339308,Na`Vi Junior,Copenhagen Flames,Inferno,12,16,2
119,2339308,Na`Vi Junior,Copenhagen Flames,Vertigo,4,16,2
120,2339098,Natus Vincere,Vitality,Inferno,12,16,2
121,2339099,Astralis,Complexity,Dust2,11,16,2
122,2339099,Astralis,Complexity,Vertigo,12,16,2
123,2339294,Formidable,TRIDENT,Dust2,11,16,2
124,2339290,Ground Zero,TRIDENT,Dust2,17,19,2
125,2339293,ORDER,MC,Nuke,16,13,1
126,2339292,madlikewizards,Airborne,Inferno,19,17,1
127,2339280,RBG,Station7,Overpass,20,22,2
128,2339234,Airborne,Formidable,Dust2,16,14,1
129,2339235,FURY,Esper,Train,16,10,1
130,2339233,PC419,AVANT,Dust2,9,16,2
131,2339236,ORDER,Skyfire,Inferno,16,5,1
132,2339285,Divine,Station7,Mirage,16,7,1
133,2339287,LiViD,Mythic,Train,16,7,1
134,2339266,ad hoc,Juggernauts,Nuke,6,16,2
135,2339282,Big Frames,Mythic,Mirage,7,16,2
136,2339278,Faint,LiViD,Nuke,13,16,2
137,2339269,FATE,Nordavind,Inferno,8,16,2
138,2339268,Secret,Sprout,Inferno,10,16,2
139,2339237,MC,AVANT,Dust2,14,16,2
140,2339256,PC419,ROCK CANDY,Mirage,16,13,1
141,2339281,Divine,Russian Street Party,Overpass,16,4,1
142,2339162,mousesports,MAD Lions,Nuke,16,12,1
143,2339296,AGO,Sprout,Inferno,10,16,2
144,2339162,mousesports,MAD Lions,Dust2,16,4,1
145,2339296,AGO,Sprout,Mirage,14,16,2
146,2339295,Nordavind,PACT,Vertigo,11,16,2
147,2339295,Nordavind,PACT,Overpass,16,9,1
148,2339295,Nordavind,PACT,Nuke,16,8,1
149,2339272,AVEZ,Sprout,Inferno,12,16,2
150,2339273,Juggernauts,AGO,Train,11,16,2
151,2339270,Copenhagen Flames,PACT,Train,14,16,2
152,2339166,EXTREMUM,Hard Legion,Mirage,8,16,2
153,2339166,EXTREMUM,Hard Legion,Inferno,13,16,2
154,2339274,ex-Virtus.pro,Nordavind,Nuke,8,16,2
155,2339163,Natus Vincere,GODSENT,Overpass,16,7,1
156,2339163,Natus Vincere,GODSENT,Train,16,13,1
157,2339162,mousesports,MAD Lions,Vertigo,13,16,2
158,2339229,PC419,Paradox,Dust2,16,19,2
159,2339227,Imperial,paiN,Inferno,11,16,2
160,2339227,Imperial,paiN,Train,11,16,2
161,2339208,Rugratz,Asuna's Anime Aimers,Nuke,16,5,1
162,2339230,Skyfire,madlikewizards,Inferno,6,16,2
163,2339209,AVANT,Incept,Mirage,10,16,2
164,2339160,OG,MAD Lions,Train,12,16,2
165,2339161,Virtus.pro,GODSENT,Vertigo,13,16,2
166,2339161,Virtus.pro,GODSENT,Dust2,9,16,2
167,2339263,PACT,Complexity,Inferno,16,10,1
168,2339265,AVEZ,AGF,Train,16,9,1
169,2339264,Copenhagen Flames,FiveG,Inferno,16,7,1
170,2339160,OG,MAD Lions,Nuke,12,16,2
171,2339221,Unique,Nemiga,Inferno,6,16,2
172,2339223,TeamOne,Imperial,Overpass,11,16,2
173,2339222,Keyd,W7M,Nuke,16,19,2
174,2339221,Unique,Nemiga,Nuke,11,16,2
175,2339224,Alma,paiN,Inferno,8,16,2
176,2339226,W7M,RED Canids,Nuke,16,1,1
177,2339226,W7M,RED Canids,Train,7,16,2
178,2339226,W7M,RED Canids,Dust2,16,9,1
179,2339157,OG,Natus Vincere,Dust2,6,16,2
180,2339186,Rugratz,Infinity,Inferno,16,6,1
181,2339150,FURY,ex-Genuine,Inferno,5,16,2
182,2339156,Virtus.pro,mousesports,Train,14,16,2
183,2339156,Virtus.pro,mousesports,Vertigo,9,16,2
184,2339206,Vexed,Sinners,Mirage,7,16,2
185,2339206,Vexed,Sinners,Nuke,8,16,2
186,2339206,Vexed,Sinners,Overpass,22,18,1
187,2339157,OG,Natus Vincere,Mirage,8,16,2
188,2339186,Rugratz,Infinity,Nuke,16,3,1
189,2339158,Heroic,MAD Lions,Nuke,7,16,2
190,2339097,FaZe,Liquid,Dust2,16,2,1
191,2339219,SG.pro,Nemiga,Vertigo,1,16,2
192,2339158,Heroic,MAD Lions,Mirage,13,16,2
193,2339216,Unique,Se7en,Train,16,13,1
194,2339097,FaZe,Liquid,Mirage,16,9,1
195,2339218,Espada,DreamEaters,Inferno,16,11,1
196,2339159,ENCE,GODSENT,Nuke,7,16,2
197,2339159,ENCE,GODSENT,Inferno,4,16,2
198,2339096,NiP,Liquid,Vertigo,10,16,2
199,2339096,NiP,Liquid,Mirage,17,19,2
200,2339187,OneThree,Invictus,Inferno,16,2,1
201,2339153,Heroic,Virtus.pro,Vertigo,14,16,2
202,2339199,Vexed,SILENT,Dust2,16,4,1
203,2339199,Vexed,SILENT,Train,16,12,1
204,2339195,Brute,ttc,Dust2,16,8,1
205,2339195,Brute,ttc,Nuke,16,5,1
206,2339190,Paper Rex,Astro,Nuke,16,8,1
207,2339190,Paper Rex,Astro,Dust2,16,6,1
208,2339181,Station7,Faint,Nuke,1,16,2
209,2339187,OneThree,Invictus,Train,12,16,2
210,2339187,OneThree,Invictus,Mirage,16,8,1
211,2339152,OG,ENCE,Train,19,17,1
212,2339152,OG,ENCE,Overpass,16,7,1
213,2339182,Rugratz,ex-iNTACT,Nuke,16,3,1
214,2339178,AGO,Sprout,Mirage,8,16,2
215,2339174,Secret,Lyngby Vikings,Inferno,22,20,1
216,2339175,Japaleno,Sprout,Mirage,7,16,2
217,2339153,Heroic,Virtus.pro,Overpass,8,16,2
218,2339201,Prima,Vexed,Inferno,6,16,2
219,2339154,mousesports,MAD Lions,Dust2,16,11,1
220,2339179,Complexity,SKADE,Dust2,16,12,1
221,2339207,BIG,Complexity,Mirage,10,16,2
222,2339207,BIG,Complexity,Inferno,16,7,1
223,2339207,BIG,Complexity,Dust2,16,9,1
224,2339095,FaZe,Liquid,Dust2,16,12,1
225,2339095,FaZe,Liquid,Inferno,16,5,1
226,2339155,Natus Vincere,GODSENT,Nuke,16,7,1
227,2339155,Natus Vincere,GODSENT,Dust2,12,16,2
228,2339154,mousesports,MAD Lions,Mirage,19,15,1
229,2339155,Natus Vincere,GODSENT,Train,16,13,1
230,2339180,BIG,Secret,Nuke,16,9,1
231,2339094,NiP,MIBR,Train,9,16,2
232,2339094,NiP,MIBR,Vertigo,16,12,1
233,2339094,NiP,MIBR,Inferno,16,9,1
234,2339202,Sinners,Brute,Nuke,19,15,1
235,2339202,Sinners,Brute,Overpass,16,10,1
236,2339201,Prima,Vexed,Dust2,12,16,2
237,2339092,FaZe,NiP,Mirage,16,8,1
238,2339092,FaZe,NiP,Overpass,16,7,1
239,2339167,Gambit Youngsters,Espada,Mirage,6,16,2
240,2339167,Gambit Youngsters,Espada,Dust2,16,1,1
241,2339093,Liquid,MIBR,Vertigo,22,19,1
242,2339167,Gambit Youngsters,Espada,Inferno,16,12,1
243,2339169,Apeks,GamerLegion,Nuke,9,16,2
244,2339170,SJ,AGO,Dust2,6,16,2
245,2339093,Liquid,MIBR,Inferno,16,9,1
246,2339171,BIG,FATE,Inferno,16,5,1
247,2339168,Na`Vi Junior,Skin Ogres,Inferno,16,8,1
248,2339149,Esper,Airborne,Overpass,12,16,2
249,2338938,ex-Genuine,MC,Inferno,16,13,1
250,2339083,MC,Airborne,Inferno,16,12,1
251,2339168,Na`Vi Junior,Skin Ogres,Overpass,7,16,2
252,2339168,Na`Vi Junior,Skin Ogres,Dust2,16,3,1
253,2339165,Copenhagen Flames,DreamEaters,Overpass,16,4,1
254,2339165,Copenhagen Flames,DreamEaters,Inferno,16,4,1
255,2339137,Airborne,Incept,Inferno,16,7,1
256,2339132,ex-Genuine,Formidable,Train,16,1,1
257,2339133,MC,Skyfire,Mirage,14,16,2
258,2339081,Paradox,MC,Dust2,13,16,2
259,2339136,madlikewizards,PC419,Mirage,12,16,2
260,2339134,ROCK CANDY,Esper,Mirage,16,9,1
261,2339138,Hard Legion,Espada,Mirage,8,16,2
262,2339114,Wisla Krakow,Skin Ogres,Inferno,16,10,1
263,2339114,Wisla Krakow,Skin Ogres,Dust2,16,5,1
264,2339118,Sprout,Copenhagen Flames,Inferno,12,16,2
265,2339118,Sprout,Copenhagen Flames,Mirage,16,12,1
266,2339118,Sprout,Copenhagen Flames,Nuke,13,16,2
267,2339138,Hard Legion,Espada,Train,18,22,2
268,2339125,HAVU,Na`Vi Junior,Dust2,14,16,2
269,2339131,TRIDENT,Paradox,Dust2,8,16,2
270,2339129,Formidable,MC,Inferno,13,16,2
271,2339125,HAVU,Na`Vi Junior,Mirage,19,15,1
272,2339128,ORDER,Incept,Mirage,16,10,1
273,2339125,HAVU,Na`Vi Junior,Vertigo,16,7,1
274,2339124,Akatsuki,Espada,Overpass,10,16,2
275,2339124,Akatsuki,Espada,Nuke,11,16,2
276,2339126,GamerLegion,HAVU,Nuke,16,11,1
277,2339126,GamerLegion,HAVU,Overpass,16,12,1
278,2339126,GamerLegion,HAVU,Train,13,16,2
279,2339127,Gambit Youngsters,EXTREMUM,Mirage,28,24,1
280,2339127,Gambit Youngsters,EXTREMUM,Inferno,16,14,1
281,2339122,Airborne,ORDER,Inferno,10,16,2
282,2339116,GamerLegion,HAVU,Nuke,16,8,1
283,2339121,Copenhagen Flames,AGF,Inferno,16,5,1
284,2339121,Copenhagen Flames,AGF,Train,16,2,1
285,2338975,MAD Lions,Renegades,Nuke,6,16,2
286,2338975,MAD Lions,Renegades,Train,16,11,1
287,2338975,MAD Lions,Renegades,Dust2,11,16,2
288,2339116,GamerLegion,HAVU,Mirage,16,14,1
289,2338977,Renegades,BIG,Mirage,5,16,2
290,2338976,BIG,Heroic,Inferno,16,12,1
291,2339087,EXTREMUM,DreamEaters,Inferno,16,10,1
292,2339087,EXTREMUM,DreamEaters,Mirage,12,16,2
293,2339087,EXTREMUM,DreamEaters,Nuke,16,6,1
294,2339117,Tricked,Na`Vi Junior,Vertigo,5,16,2
295,2339117,Tricked,Na`Vi Junior,Train,20,22,2
296,2338977,Renegades,BIG,Dust2,12,16,2
297,2338976,BIG,Heroic,Overpass,16,9,1
298,2338973,Renegades,Cloud9,Dust2,16,12,1
299,2338971,Virtus.pro,Cloud9,Overpass,4,16,2
300,2339110,Na`Vi Junior,GamerLegion,Dust2,15,19,2
301,2339110,Na`Vi Junior,GamerLegion,Overpass,10,16,2
302,2338972,Sprout,Heroic,Nuke,13,16,2
303,2338972,Sprout,Heroic,Inferno,6,16,2
304,2338971,Virtus.pro,Cloud9,Dust2,7,16,2
305,2338973,Renegades,Cloud9,Inferno,16,7,1
306,2339115,Copenhagen Flames,AGF,Nuke,8,16,2
307,2339115,Copenhagen Flames,AGF,Train,16,13,1
308,2338974,North,Heroic,Train,2,16,2
309,2338974,North,Heroic,Nuke,16,10,1
310,2338974,North,Heroic,Overpass,19,22,2
311,2339115,Copenhagen Flames,AGF,Overpass,16,8,1
312,2338968,Heroic,MAD Lions,Dust2,10,16,2
313,2339075,Riot Squad,INTZ,Inferno,11,16,2
314,2339075,Riot Squad,INTZ,Mirage,14,16,2
315,2338965,Virtus.pro,BIG,Inferno,8,16,2
316,2338966,North,Sprout,Dust2,16,4,1
317,2338967,Cloud9,Renegades,Overpass,10,16,2
318,2338969,BIG,Renegades,Nuke,16,8,1
319,2339089,AUGUST,Na`Vi Junior,Mirage,11,16,2
320,2339089,AUGUST,Na`Vi Junior,Dust2,10,16,2
321,2339091,Nemiga,Espada,Overpass,14,16,2
322,2339091,Nemiga,Espada,Nuke,13,16,2
323,2338970,North,MAD Lions,Mirage,10,16,2
324,2339084,AUGUST,HAVU,Nuke,6,16,2
325,2338931,Airborne,FURY,Inferno,13,16,2
326,2339080,ROCK CANDY,Formidable,Overpass,16,10,1
327,2339088,ex-Bizarre,ROCK CANDY,Mirage,16,4,1
328,2339082,TRIDENT,ex-Genuine,Mirage,16,11,1
329,2339084,AUGUST,HAVU,Train,4,16,2
330,2339084,AUGUST,HAVU,Inferno,16,7,1
331,2339044,DreamEaters,Wisla Krakow,Mirage,16,14,1
332,2339044,DreamEaters,Wisla Krakow,Inferno,5,16,2
333,2339044,DreamEaters,Wisla Krakow,Dust2,13,16,2
334,2339085,SKADE,Tricked,Nuke,14,16,2
335,2339085,SKADE,Tricked,Inferno,14,16,2
336,2339063,forZe,Copenhagen Flames,Nuke,20,22,2
337,2339063,forZe,Copenhagen Flames,Inferno,16,14,1
338,2339063,forZe,Copenhagen Flames,Overpass,13,16,2
339,2339068,Incept,Ground Zero,Inferno,9,16,2
340,2339054,SKADE,Nemiga,Nuke,8,16,2
341,2339054,SKADE,Nemiga,Mirage,8,16,2
342,2339072,SKADE,ALTERNATE aTTaX,Train,16,3,1
343,2339072,SKADE,ALTERNATE aTTaX,Inferno,16,11,1
344,2339066,Ground Zero,Esper,Mirage,16,6,1
345,2339079,Formidable,madlikewizards,Inferno,3,16,2
346,2339058,Paradox,madlikewizards,Mirage,9,16,2
347,2339067,FURY,PC419,Dust2,6,16,2
348,2338984,Na`Vi Junior,AUGUST,Dust2,14,16,2
349,2339065,Esper,ex-Genuine,Mirage,4,16,2
350,2338984,Na`Vi Junior,AUGUST,Mirage,6,16,2
351,2338984,Na`Vi Junior,AUGUST,Train,16,11,1
352,2339071,Tricked,GamerLegion,Nuke,4,16,2
353,2338990,Sprout,HAVU,Nuke,12,16,2
354,2338990,Sprout,HAVU,Inferno,16,9,1
355,2338991,Hard Legion,EXTREMUM,Dust2,16,9,1
356,2338991,Hard Legion,EXTREMUM,Inferno,16,4,1
357,2338991,Hard Legion,EXTREMUM,Mirage,8,16,2
358,2339071,Tricked,GamerLegion,Inferno,6,16,2
359,2338990,Sprout,HAVU,Dust2,19,15,1
360,2339071,Tricked,GamerLegion,Mirage,16,6,1
361,2339077,KOVA,Espada,Overpass,10,16,2
362,2339077,KOVA,Espada,Dust2,16,14,1
363,2339077,KOVA,Espada,Mirage,8,16,2
364,2339062,Se7en,HZ,Mirage,16,12,1
365,2338981,Tricked,SKADE,Nuke,16,12,1
366,2339062,Se7en,HZ,Dust2,9,16,2
367,2339059,TRIDENT,ex-Bizarre,Mirage,11,16,2
368,2338981,Tricked,SKADE,Train,16,14,1
369,2339062,Se7en,HZ,Inferno,17,19,2
370,2338981,Tricked,SKADE,Inferno,12,16,2
371,2338982,GamerLegion,ALTERNATE aTTaX,Overpass,16,7,1
372,2339042,HellRaisers,Copenhagen Flames,Overpass,16,5,1
373,2339042,HellRaisers,Copenhagen Flames,Vertigo,16,14,1
374,2338998,KOVA,Apeks,Nuke,16,14,1
375,2338982,GamerLegion,ALTERNATE aTTaX,Train,16,7,1
376,2338998,KOVA,Apeks,Mirage,16,9,1
377,2339055,Infinity,Supremacy,Train,13,16,2
378,2339055,Infinity,Supremacy,Inferno,13,16,2
379,2339050,Paradox,ORDER,Dust2,11,16,2
380,2338816,forZe,Hard Legion,Train,16,6,1
381,2338816,forZe,Hard Legion,Inferno,16,12,1
382,2339025,CR4ZY,SKADE,Train,16,8,1
383,2339027,Heroic,GODSENT,Nuke,16,8,1
384,2339027,Heroic,GODSENT,Overpass,16,14,1
385,2339026,forZe,Winstrike,Dust2,16,9,1
386,2339026,forZe,Winstrike,Nuke,17,19,2
387,2339026,forZe,Winstrike,Train,16,14,1
388,2339025,CR4ZY,SKADE,Inferno,8,16,2
389,2339022,Formidable,ex-Bizarre,Overpass,5,16,2
390,2339025,CR4ZY,SKADE,Nuke,19,15,1
391,2339024,GODSENT,HAVU,Train,16,8,1
392,2339024,GODSENT,HAVU,Inferno,16,9,1
393,2339023,Heroic,AVEZ,Train,16,5,1
394,2339028,CR4ZY,forZe,Inferno,10,16,2
395,2338993,INTZ,Triumph,Vertigo,16,4,1
396,2338993,INTZ,Triumph,Dust2,16,9,1
397,2339027,Heroic,GODSENT,Vertigo,5,16,2
398,2339023,Heroic,AVEZ,Overpass,16,3,1
399,2339028,CR4ZY,forZe,Dust2,10,16,2
400,2339039,Gen.G,Chaos,Mirage,9,16,2
401,2339040,eUnited,Complexity,Overpass,13,16,2
402,2339041,Riot Squad,Gen.G,Dust2,6,16,2
403,2339040,eUnited,Complexity,Mirage,6,16,2
404,2339037,Complexity,INTZ,Train,16,11,1
405,2339037,Complexity,INTZ,Overpass,10,16,2
406,2339037,Complexity,INTZ,Mirage,16,10,1
407,2339039,Gen.G,Chaos,Train,16,8,1
408,2339041,Riot Squad,Gen.G,Train,12,16,2
409,2339039,Gen.G,Chaos,Inferno,16,5,1
410,2339036,eUnited,Triumph,Overpass,16,14,1
411,2339029,Heroic,forZe,Inferno,9,16,2
412,2338985,Espada,BIG Academy,Mirage,8,16,2
413,2338985,Espada,BIG Academy,Dust2,16,4,1
414,2339036,eUnited,Triumph,Mirage,16,7,1
415,2339029,Heroic,forZe,Nuke,4,16,2
416,2338985,Espada,BIG Academy,Inferno,16,7,1
417,2339015,HAVU,Spirit,Mirage,16,6,1
418,2339008,MELBET,HAVU,Nuke,13,16,2
419,2339009,AVEZ,Movistar Riders,Nuke,16,8,1
420,2339007,BIG,x6tence,Inferno,16,9,1
421,2339012,S2V,Spirit,Nuke,14,16,2
422,2339011,Gambit Youngsters,SKADE,Train,12,16,2
423,2339013,Illuminar,Winstrike,Overpass,12,16,2
424,2339016,pro100,Winstrike,Train,12,16,2
425,2339016,pro100,Winstrike,Dust2,14,16,2
426,2339015,HAVU,Spirit,Dust2,16,8,1
427,2339015,HAVU,Spirit,Nuke,7,16,2
428,2339019,AVEZ,BIG,Nuke,16,7,1
429,2339019,AVEZ,BIG,Dust2,16,12,1
430,2339019,AVEZ,BIG,Vertigo,16,19,2
431,2339030,INTZ,Oceanus,Vertigo,16,2,1
432,2339030,INTZ,Oceanus,Mirage,16,5,1
433,2339031,Riot Squad,Saskatoon Warriors,Dust2,16,6,1
434,2339031,Riot Squad,Saskatoon Warriors,Overpass,16,5,1
435,2339033,New England Whalers,Chaos,Nuke,12,16,2
436,2339033,New England Whalers,Chaos,Dust2,16,14,1
437,2339033,New England Whalers,Chaos,Inferno,11,16,2
438,2338960,ORDER,ex-Genuine,Nuke,6,16,2
439,2338960,ORDER,ex-Genuine,Inferno,11,16,2
440,2338960,ORDER,ex-Genuine,Train,16,14,1
441,2338979,MC,Incept,Dust2,16,7,1
442,2338980,PC419,TRIDENT,Mirage,9,16,2
443,2338947,Wisla Krakow,Nemiga,Inferno,16,13,1
444,2338947,Wisla Krakow,Nemiga,Mirage,16,12,1
445,2338958,Paradox,ex-Genuine,Vertigo,16,10,1
446,2338899,Chaos,New England Whalers,Dust2,16,10,1
447,2338899,Chaos,New England Whalers,Inferno,16,13,1
448,2338902,Divine,INTZ,Overpass,4,16,2
449,2338902,Divine,INTZ,Vertigo,5,16,2
450,2338956,Renegades,ORDER,Nuke,16,9,1
451,2338956,Renegades,ORDER,Train,16,14,1
452,2338958,Paradox,ex-Genuine,Train,5,16,2
453,2338958,Paradox,ex-Genuine,Mirage,10,16,2
454,2338959,ex-Genuine,AVANT,Dust2,8,16,2
455,2338957,AVANT,Airborne,Mirage,16,13,1
456,2338940,EXTREMUM,DreamEaters,Train,16,8,1
457,2338817,Illuminar,HAVU,Train,16,19,2
458,2338817,Illuminar,HAVU,Nuke,14,16,2
459,2338940,EXTREMUM,DreamEaters,Nuke,16,3,1
460,2338957,AVANT,Airborne,Dust2,16,12,1
461,2338959,ex-Genuine,AVANT,Train,16,8,1
462,2338959,ex-Genuine,AVANT,Inferno,16,6,1
463,2338957,AVANT,Airborne,Inferno,14,16,2
464,2338817,Illuminar,HAVU,Overpass,16,13,1
465,2338948,Renegades,Airborne,Overpass,16,10,1
466,2338955,ORDER,AVANT,Train,16,7,1
467,2338953,ex-Genuine,PC419,Vertigo,16,4,1
468,2338953,ex-Genuine,PC419,Mirage,16,3,1
469,2338949,Ground Zero,Paradox,Dust2,16,19,2
470,2338949,Ground Zero,Paradox,Mirage,16,9,1
471,2338949,Ground Zero,Paradox,Inferno,13,16,2
472,2338950,PC419,AVANT,Mirage,12,16,2
473,2338948,Renegades,Airborne,Inferno,16,11,1
474,2338954,Renegades,Paradox,Inferno,16,9,1
475,2338951,ORDER,ex-Genuine,Train,16,11,1
476,2338951,ORDER,ex-Genuine,Inferno,16,6,1
477,2338897,Rugratz,Riot Squad,Nuke,9,16,2
478,2338897,Rugratz,Riot Squad,Dust2,10,16,2
479,2338955,ORDER,AVANT,Dust2,16,5,1
480,2338950,PC419,AVANT,Train,10,16,2
481,2338954,Renegades,Paradox,Dust2,16,3,1
482,2338952,Airborne,Ground Zero,Mirage,16,11,1
483,2338877,SKADE,Nexus,Mirage,8,16,2
484,2338877,SKADE,Nexus,Inferno,16,14,1
485,2338873,KOVA,Juggernauts,Overpass,16,11,1
486,2338873,KOVA,Juggernauts,Mirage,16,10,1
487,2338945,Na`Vi Junior,Copenhagen Flames,Overpass,5,16,2
488,2338945,Na`Vi Junior,Copenhagen Flames,Mirage,6,16,2
489,2338877,SKADE,Nexus,Overpass,16,13,1
490,2338872,OFFSET,Espada,Dust2,2,16,2
491,2338872,OFFSET,Espada,Inferno,13,16,2
492,2338777,Copenhagen Flames,ARCY,Overpass,16,10,1
493,2338777,Copenhagen Flames,ARCY,Vertigo,16,11,1
494,2338952,Airborne,Ground Zero,Overpass,16,12,1
495,2338929,Cloud9,eUnited,Inferno,16,10,1
