Singularity,Espada,Mirage,11,16,2,5247,2340328
Singularity,Espada,Dust2,9,16,2,5247,2340328
ENCE,Spirit,Inferno,2,16,2,5226,2340391
ENCE,Spirit,Train,14,16,2,5226,2340391
Big Frames,Chaos,Overpass,13,16,2,5151,2340024
Swole Identity,Mythic,Dust2,9,16,2,5151,2339757
I sleep,Airborne,Nuke,10,16,2,5248,2340430
I sleep,Airborne,Overpass,9,16,2,5248,2340430
Thunder Logic,Swole Identity,Overpass,19,16,1,5151,2340243
Chaos,Oceanus,Dust2,16,8,1,5151,2340425
TeamOne,Big Frames,Nuke,16,5,1,5151,2340313
Thunder Logic,In The Lab,Mirage,16,14,1,5151,2340388
I sleep,Incept,Vertigo,16,8,1,5248,2340436
FunPlus Phoenix,Cloud9,Train,20,22,2,5242,2340337
Endpoint,Tricked,Mirage,6,16,2,5247,2340329
Endpoint,Tricked,Train,14,16,2,5247,2340329
Endpoint,Tricked,Dust2,16,13,1,5247,2340329
Orgless,Dignitas,Inferno,12,16,2,5242,2340338
Orgless,Dignitas,Nuke,10,16,2,5242,2340338
Orgless,Dignitas,Train,16,8,1,5242,2340338
FunPlus Phoenix,Cloud9,Inferno,3,16,2,5242,2340337
I sleep,Incept,Dust2,16,6,1,5248,2340436
FunPlus Phoenix,Cloud9,Nuke,16,10,1,5242,2340337
Bad News Bears,Under 21,Dust2,18,22,2,5151,2340312
ORDER,Paradox,Inferno,16,19,2,5236,2340282
ORDER,Paradox,Vertigo,16,6,1,5236,2340282
ORDER,Paradox,Mirage,16,4,1,5236,2340282
EGOBOYZ,Infamous,Inferno,16,9,1,5244,2340429
Triumph,Chaos,Nuke,16,8,1,5151,2340045
Bad News Bears,Triumph,Inferno,16,10,1,5151,2340311
Chaos,TeamOne,Inferno,16,3,1,5151,2340022
TeamOne,Rugratz,Overpass,11,16,2,5151,2340309
EGOBOYZ,Infamous,Overpass,8,16,2,5244,2340429
Imperial,Reapers,Mirage,16,11,1,5245,2340431
EGOBOYZ,Infamous,Mirage,18,22,2,5244,2340429
Imperial,Reapers,Train,16,10,1,5245,2340431
Supremacy,Infamous,Mirage,16,12,1,5244,2340433
Chaos,MIBR,Train,16,6,1,5242,2340340
Mythic,Station7,Dust2,14,16,2,5151,2340434
Chaos,MIBR,Nuke,16,14,1,5242,2340340
Gen.G,Envy,Train,19,17,1,5242,2340339
Gen.G,Envy,Inferno,13,16,2,5242,2340339
Gen.G,Envy,Mirage,16,9,1,5242,2340339
Supremacy,Infamous,Dust2,16,1,1,5244,2340433
Bad News Bears,Oceanus,Mirage,16,4,1,5151,2340304
District 7,Divine,Mirage,22,20,1,5151,2340303
Swole Patrol,Under 21,Nuke,16,8,1,5151,2340301
Swole Identity,Big Frames,Inferno,25,22,1,5151,2340041
TeamOne,Mythic,Overpass,4,16,2,5151,2340295
Thunder Logic,Rugratz,Mirage,11,16,2,5151,2340385
Triumph,In The Lab,Inferno,16,7,1,5151,2340302
Swole Identity,Bad News Bears,Dust2,9,16,2,5151,2340297
Under 21,Mythic,Mirage,22,19,1,5151,2340299
Divine,Station7,Mirage,13,16,2,5151,2340296
Chaos,New England Whalers,Nuke,16,10,1,5151,2339764
District 7,Swole Patrol,Nuke,12,16,2,5151,2340298
Divine,Big Frames,Overpass,16,11,1,5151,2340307
Triumph,Monstars,Overpass,16,4,1,5151,2340300
Chaos,Thunder Logic,Nuke,16,12,1,5151,2340306
Reapers,Neverest,Vertigo,17,19,2,5245,2340389
New England Whalers,TeamOne,Nuke,16,12,1,5151,2340043
MAD Lions,HAVU,Train,10,16,2,5242,2340335
District 7,Mythic,Mirage,16,11,1,5151,2340305
Reapers,Neverest,Mirage,16,10,1,5245,2340389
Reapers,Neverest,Inferno,16,10,1,5245,2340389
Copenhagen Flames,c0ntact,Nuke,16,19,2,5242,2340336
MAD Lions,HAVU,Nuke,13,16,2,5242,2340335
MAD Lions,HAVU,Mirage,16,12,1,5242,2340335
Copenhagen Flames,c0ntact,Mirage,5,16,2,5242,2340336
pro100,Sprout,Train,16,12,1,5150,2339721
Spirit,Demolition Crew,Nuke,16,9,1,5150,2340333
Singularity,Unicorns of Love,Nuke,16,7,1,5150,2340332
Spirit,pro100,Mirage,16,8,1,5150,2340330
TeamOne,In The Lab,Dust2,16,5,1,5151,2340308
Oceanus,Swole Patrol,Nuke,10,16,2,5151,2340386
Station7,Big Frames,Overpass,3,16,2,5151,2340033
Bad News Bears,New England Whalers,Inferno,13,16,2,5151,2340032
District 7,Chaos,Mirage,13,16,2,5151,2340034
Triumph,Under 21,Inferno,11,16,2,5151,2340035
Soberano,Bravos,Nuke,16,9,1,5182,2339239
Soberano,Bravos,Dust2,22,20,1,5182,2339239
Mythic,Recon 5,Vertigo,14,16,2,5151,2340273
Oceanus,TeamOne,Dust2,9,16,2,5151,2340248
Chaos,Infinity,Dust2,16,8,1,5151,2340029
Chaos,Swole Identity,Dust2,14,16,2,5151,2340271
Rugratz,Divine,Mirage,16,14,1,5151,2340272
Bad News Bears,TeamOne,Nuke,12,16,2,5151,2340031
In The Lab,Infinity,Mirage,13,16,2,5151,2340269
Triumph,Swole Patrol,Vertigo,5,16,2,5151,2340270
Swole Identity,Divine,Overpass,12,16,2,5151,2340030
Under 21,Recon 5,Nuke,16,8,1,5151,2340037
Swole Patrol,In The Lab,Overpass,16,3,1,5151,2340268
Rugratz,Oceanus,Mirage,16,4,1,5151,2340247
Divine,TeamOne,Dust2,14,16,2,5151,2340274
In The Lab,Big Frames,Mirage,16,10,1,5151,2340275
District 7,Thunder Logic,Mirage,16,14,1,5151,2340276
Rooster,Paradox,Mirage,16,9,1,5228,2340203
Illuminar,Spirit,Train,10,16,2,5150,2340294
New England Whalers,Station7,Inferno,16,11,1,5151,2340036
Japaleno,BIG,Inferno,11,16,2,5150,2340293
PACT,pro100,Inferno,11,16,2,5150,2339641
Spirit,Nemiga,Inferno,8,16,2,5150,2340292
Sprout,Nordavind,Dust2,14,16,2,5150,2340291
Unicorns of Love,HellRaisers,Dust2,6,16,2,5150,2340290
Spirit,Nordavind,Inferno,16,5,1,5150,2340327
HellRaisers,Wisla Krakow,Dust2,16,12,1,5150,2340288
HellRaisers,Singularity,Dust2,16,12,1,5150,2339891
Rooster,Paradox,Train,11,16,2,5228,2340203
VERTEX,I sleep,Inferno,16,6,1,5228,2340202
Rooster,Paradox,Inferno,16,13,1,5228,2340203
Incept,Paradox,Dust2,7,16,2,5152,2340251
VERTEX,I sleep,Dust2,16,2,1,5228,2340202
Rooster,TRIDENT,Mirage,16,9,1,5152,2340324
Chiefs,Skyfire,Inferno,22,20,1,5152,2340191
ORDER,Ground Zero,Inferno,16,14,1,5152,2339951
Ground Zero,Skyfire,Mirage,12,16,2,5152,2340277
Bad News Bears,Monstars,Inferno,13,16,2,5151,2340242
Chiefs,Paradox,Dust2,13,16,2,5236,2340254
I sleep,Esper,Inferno,16,7,1,5152,2340252
PC419,Formidable,Nuke,16,8,1,5152,2340250
TeamOne,Recon 5,Nuke,16,11,1,5151,2340245
LiViD,TeamOne,Nuke,12,16,2,5151,2340028
Under 21,New England Whalers,Nuke,12,16,2,5151,2340027
Big Frames,Recon 5,Nuke,6,16,2,5151,2340244
Triumph,Thunder Logic,Overpass,16,7,1,5151,2340240
TeamOne,Triumph,Dust2,19,17,1,5151,2340026
Big Frames,Rugratz,Nuke,14,16,2,5151,2340263
Under 21,Infinity,Mirage,16,7,1,5151,2340025
New England Whalers,Monstars,Overpass,11,16,2,5151,2340023
Station7,ex-eUnited,Overpass,4,16,2,5151,2340241
In The Lab,Divine,Inferno,16,7,1,5151,2340246
Station7,Rugratz,Overpass,7,16,2,5151,2340239
Chiefs,Paradox,Mirage,20,22,2,5236,2340254
Chiefs,Paradox,Inferno,16,14,1,5236,2340254
LiViD,Recon 5,Train,9,16,2,5151,2339767
FURY,TRIDENT,Vertigo,20,22,2,5152,2340253
Keyd,Isurus,Inferno,7,16,2,5182,2339238
Keyd,Isurus,Nuke,16,12,1,5182,2339238
Illuminar,Nemiga,Nuke,13,16,2,5150,2339754
AGO,Nemiga,Vertigo,16,10,1,5150,2340262
Japaleno,Nordavind,Dust2,16,6,1,5150,2339862
pro100,HellRaisers,Vertigo,16,13,1,5150,2340261
Demolition Crew,BIG,Mirage,7,16,2,5150,2340260
Wisla Krakow,Japaleno,Dust2,17,19,2,5150,2340259
Spirit,Unicorns of Love,Inferno,16,6,1,5150,2340258
ORDER,AVANT,Dust2,9,16,2,5236,2340204
Sprout,Movistar Riders,Nuke,16,12,1,5150,2340212
Sprout,PACT,Train,16,11,1,5150,2339675
Illuminar,BIG,Mirage,7,16,2,5150,2340257
ORDER,AVANT,Inferno,13,16,2,5236,2340204
Nordavind,PACT,Overpass,16,2,1,5150,2339997
ORDER,AVANT,Train,16,14,1,5236,2340204
GamerLegion,pro100,Mirage,16,14,1,5150,2340256
Spirit,HellRaisers,Vertigo,10,16,2,5150,2340255
Nemiga,Nordavind,Nuke,16,6,1,5150,2339755
Divine,Monstars,Inferno,23,25,2,5151,2340235
Big Frames,Bad News Bears,Nuke,6,16,2,5151,2340233
Station7,Recon 5,Inferno,13,16,2,5151,2340019
TeamOne,Infinity,Train,16,14,1,5151,2340016
Thunder Logic,Bad News Bears,Inferno,6,16,2,5151,2340236
ex-eUnited,Chaos,Nuke,13,16,2,5151,2340237
Station7,In The Lab,Mirage,16,11,1,5151,2340018
Infinity,Divine,Mirage,14,16,2,5151,2340017
TeamOne,Swole Identity,Overpass,16,11,1,5151,2340231
Rugratz,Monstars,Mirage,16,4,1,5151,2340234
Under 21,Oceanus,Nuke,16,2,1,5151,2340232
DETONA,RED Canids,Train,9,16,2,5182,2339148
DETONA,RED Canids,Nuke,14,16,2,5182,2339148
Oceanus,New England Whalers,Nuke,16,13,1,5151,2340015
ex-eUnited,Thunder Logic,Nuke,16,3,1,5151,2340230
Under 21,Rugratz,Dust2,16,1,1,5151,2340226
ex-eUnited,TeamOne,Train,16,8,1,5151,2340238
Yeah,Envy,Overpass,12,16,2,5178,2340201
In The Lab,New England Whalers,Inferno,12,16,2,5151,2340020
In The Lab,Recon 5,Train,7,16,2,5151,2340228
Yeah,Envy,Inferno,11,16,2,5178,2340201
PACT,BIG,Dust2,7,16,2,5150,2339723
AVANT,Paradox,Train,16,9,1,5152,2339886
AGO,Nordavind,Mirage,7,16,2,5150,2340218
Demolition Crew,Illuminar,Nuke,16,6,1,5150,2340217
GamerLegion,Japaleno,Overpass,16,14,1,5150,2340216
Spirit,Movistar Riders,Nuke,16,13,1,5150,2340215
Demolition Crew,HellRaisers,Mirage,12,16,2,5150,2339323
AGO,pro100,Train,19,15,1,5150,2340220
Spirit,PACT,Inferno,16,3,1,5150,2340213
Nemiga,HellRaisers,Inferno,13,16,2,5150,2340211
BIG,Sprout,Mirage,14,16,2,5150,2340214
Paradox,Ground Zero,Inferno,15,19,2,5236,2340193
Rooster,Chiefs,Inferno,8,16,2,5236,2340192
Skyfire,AVANT,Mirage,8,16,2,5152,2340208
Paradox,Ground Zero,Mirage,16,9,1,5236,2340193
Formidable,Incept,Dust2,9,16,2,5152,2340210
Rooster,Chiefs,Mirage,38,40,2,5236,2340192
PC419,Airborne,Nuke,7,16,2,5152,2340209
PC419,Chiefs,Inferno,5,16,2,5152,2340206
Paradox,Ground Zero,Overpass,19,15,1,5236,2340193
TeamOne,Monstars,Mirage,6,16,2,5151,2340012
ORDER,Ground Zero,Vertigo,16,3,1,5236,2339978
Recon 5,Monstars,Inferno,16,9,1,5151,2340198
New England Whalers,Infinity,Inferno,7,16,2,5151,2340011
Infinity,Station7,Inferno,13,16,2,5151,2340013
Thunder Logic,Recon 5,Nuke,12,16,2,5151,2340199
New England Whalers,Big Frames,Nuke,19,17,1,5151,2340014
Ze Pug Godz,Yeah,Mirage,13,16,2,5178,2340186
Ze Pug Godz,Yeah,Nuke,10,16,2,5178,2340186
Ze Pug Godz,Yeah,Inferno,16,10,1,5178,2340186
Envy,Chaos,Dust2,19,16,1,5178,2340187
Envy,Chaos,Mirage,18,22,2,5178,2340187
Rooster,I sleep,Inferno,16,13,1,5152,2339832
Envy,Chaos,Overpass,16,10,1,5178,2340187
ORDER,Ground Zero,Mirage,16,10,1,5236,2339978
Illuminar,Nordavind,Mirage,11,16,2,5150,2340221
Paradox,FURY,Inferno,16,8,1,5152,2339976
Triumph,Orgless,Dust2,16,12,1,5178,2340200
Triumph,Orgless,Inferno,16,14,1,5178,2340200
W7M,Alma,Dust2,16,7,1,5182,2339147
W7M,Alma,Mirage,16,14,1,5182,2339147
AGO,BIG,Dust2,16,6,1,5150,2340197
Triumph,Orgless,Nuke,11,16,2,5178,2340200
BIG,Unicorns of Love,Nuke,16,9,1,5150,2340196
Chiefs,AVANT,Nuke,16,13,1,5236,2339979
Chiefs,AVANT,Train,12,16,2,5236,2339979
AGO,Illuminar,Train,6,16,2,5150,2339321
Chiefs,AVANT,Dust2,12,16,2,5236,2339979
BIG,GamerLegion,Mirage,11,16,2,5150,2340194
Chiefs,Ground Zero,Inferno,16,9,1,5198,2340188
Copenhagen Flames,Sprout,Mirage,4,16,2,5135,2340180
Copenhagen Flames,Sprout,Nuke,16,12,1,5135,2340180
Copenhagen Flames,Sprout,Train,16,11,1,5135,2340180
SMASH,Movistar Riders,Nuke,7,16,2,5135,2340162
SMASH,Movistar Riders,Train,16,14,1,5135,2340162
EHOME,JiJieHao,Mirage,25,22,1,5196,2340190
EHOME,JiJieHao,Nuke,14,16,2,5196,2340190
EHOME,JiJieHao,Train,16,10,1,5196,2340190
ORDER,Chiefs,Nuke,16,1,1,5198,2340170
ORDER,Chiefs,Train,16,13,1,5198,2340170
Chiefs,Ground Zero,Mirage,16,7,1,5198,2340188
Chiefs,Ground Zero,Nuke,12,16,2,5198,2340188
SMASH,Movistar Riders,Inferno,12,16,2,5135,2340162
AVANT,Chiefs,Dust2,11,16,2,5198,2340148
Rooster,Ground Zero,Mirage,9,16,2,5198,2340149
Rooster,Ground Zero,Inferno,16,6,1,5198,2340149
Rooster,Ground Zero,Vertigo,12,16,2,5198,2340149
Gen.G,Orgless,Mirage,16,7,1,5178,2340176
Gen.G,Orgless,Inferno,16,7,1,5178,2340176
AVANT,Chiefs,Nuke,12,16,2,5198,2340148
Cloud9,Mythic,Vertigo,16,14,1,5178,2340177
Cloud9,Mythic,Inferno,16,10,1,5178,2340177
Bad News Bears,Ze Pug Godz,Inferno,16,13,1,5178,2340173
Bad News Bears,Ze Pug Godz,Dust2,16,9,1,5178,2340173
KOVA,OG,Dust2,4,16,2,5135,2340163
FURIA,Envy,Mirage,16,11,1,5178,2340172
FURIA,Envy,Nuke,16,7,1,5178,2340172
KOVA,OG,Inferno,14,16,2,5135,2340163
BIG,Movistar Riders,Inferno,4,16,2,5135,2340181
TYLOO,EHOME,Dust2,16,12,1,5196,2340165
BIG,Movistar Riders,Mirage,16,11,1,5135,2340181
TYLOO,EHOME,Mirage,16,7,1,5196,2340165
Mythic,Triumph,Mirage,16,14,1,5178,2340185
Mythic,Triumph,Overpass,14,16,2,5178,2340185
Orgless,ex-eUnited,Nuke,3,16,2,5178,2340189
Orgless,ex-eUnited,Overpass,16,11,1,5178,2340189
Orgless,ex-eUnited,Inferno,16,12,1,5178,2340189
GODSENT,OG,Train,16,3,1,5135,2340183
GODSENT,OG,Dust2,20,22,2,5135,2340183
GODSENT,OG,Nuke,16,14,1,5135,2340183
Dignitas,Nordavind,Dust2,12,16,2,5135,2340184
Dignitas,Nordavind,Nuke,16,13,1,5135,2340184
Dignitas,Nordavind,Inferno,16,8,1,5135,2340184
BIG,Movistar Riders,Overpass,20,22,2,5135,2340181
Mythic,Triumph,Inferno,12,16,2,5178,2340185
LiViD,Chaos,Overpass,8,16,2,5178,2340179
Triumph,Swole Identity,Vertigo,16,5,1,5178,2340174
LiViD,Chaos,Nuke,11,16,2,5178,2340179
Nordavind,Apeks,Nuke,15,19,2,5135,2340171
Nordavind,Apeks,Vertigo,16,8,1,5135,2340171
Rugratz,ex-eUnited,Overpass,14,16,2,5178,2340175
Rugratz,ex-eUnited,Vertigo,13,16,2,5178,2340175
Nordavind,Apeks,Mirage,16,13,1,5135,2340171
Triumph,Swole Identity,Overpass,16,13,1,5178,2340174
Heroic,Copenhagen Flames,Train,13,16,2,5135,2340182
Divine,Yeah,Nuke,6,16,2,5178,2340178
Divine,Yeah,Inferno,2,16,2,5178,2340178
Heroic,Copenhagen Flames,Inferno,14,16,2,5135,2340182
Bren,Beyond,Inferno,12,16,2,5197,2339936
Wubbalubbadubdub,R-Stars,Dust2,9,16,2,5196,2340145
Wubbalubbadubdub,R-Stars,Mirage,7,16,2,5196,2340145
Bren,Beyond,Overpass,4,16,2,5197,2339936
Bren,Beyond,Nuke,16,11,1,5197,2339936
Chiefs,Skyfire,Nuke,16,11,1,5198,2340142
Chiefs,Skyfire,Inferno,2,16,2,5198,2340142
Chiefs,Skyfire,Train,19,17,1,5198,2340142
Maple,HZ,Inferno,6,16,2,5197,2339934
Maple,HZ,Nuke,23,25,2,5197,2339934
Blank,Bren,Inferno,11,16,2,5197,2340153
ViCi,JiJieHao,Nuke,16,13,1,5196,2339933
ViCi,JiJieHao,Mirage,2,16,2,5196,2339933
OneThree,JiJieHao,Nuke,16,19,2,5196,2340146
Blank,Bren,Dust2,2,16,2,5197,2340153
Renegades,ORDER,Dust2,16,7,1,5198,2340147
Renegades,ORDER,Nuke,16,9,1,5198,2340147
Renegades,ORDER,Train,14,16,2,5198,2340147
OneThree,JiJieHao,Train,11,16,2,5196,2340146
OneThree,JiJieHao,Mirage,16,14,1,5196,2340146
Maple,Paper Rex,Train,16,12,1,5197,2340151
Maple,Paper Rex,Overpass,16,10,1,5197,2340151
Maple,Paper Rex,Nuke,13,16,2,5197,2340151
Aequus,Finest,Mirage,16,10,1,5195,2340134
Aequus,Finest,Inferno,19,16,1,5195,2340134
HZ,Lucid Dream,Inferno,10,16,2,5197,2340150
Renegades,AVANT,Train,16,19,2,5198,2340139
ViCi,JiJieHao,Train,16,4,1,5196,2339933
Chiefs,Rooster,Mirage,16,14,1,5198,2339940
Renegades,AVANT,Inferno,16,12,1,5198,2340139
Chiefs,Rooster,Inferno,12,16,2,5198,2339940
HZ,Lucid Dream,Dust2,14,16,2,5197,2340150
Triumph,Infinity,Dust2,16,10,1,5151,2339879
Under 21,Divine,Mirage,16,3,1,5151,2340010
Renegades,catman,Inferno,16,9,1,5198,2339938
Renegades,catman,Dust2,16,4,1,5198,2339938
AVANT,Ground Zero,Overpass,16,9,1,5198,2339939
AVANT,Ground Zero,Inferno,16,11,1,5198,2339939
Station7,Triumph,Overpass,12,16,2,5151,2340009
ORDER,Skyfire,Vertigo,16,7,1,5198,2339941
ORDER,Skyfire,Mirage,22,20,1,5198,2339941
Divine,Recon 5,Inferno,1,16,2,5151,2339552
Under 21,In The Lab,Mirage,16,5,1,5151,2340008
Chiefs,Rooster,Train,9,16,2,5198,2339940
Renegades,AVANT,Nuke,16,6,1,5198,2340139
Supremacy,Infamous,Train,16,7,1,5244,2340138
Supremacy,Infamous,Mirage,16,7,1,5244,2340138
Ground Zero,catman,Nuke,16,7,1,5198,2340140
Ground Zero,catman,Mirage,16,12,1,5198,2340140
TYLOO,Wubbalubbadubdub,Train,16,5,1,5196,2339930
TYLOO,Wubbalubbadubdub,Dust2,16,6,1,5196,2339930
EHOME,OneThree,Train,16,10,1,5196,2339932
EHOME,OneThree,Nuke,16,5,1,5196,2339932
Rooster,ORDER,Nuke,8,16,2,5198,2340141
Rooster,ORDER,Mirage,8,16,2,5198,2340141
Paper Rex,Lucid Dream,Nuke,13,16,2,5197,2339935
Paper Rex,Lucid Dream,Overpass,8,16,2,5197,2339935
HZ,Lucid Dream,Train,16,14,1,5197,2340150
Complexity,GODSENT,Dust2,16,11,1,5135,2340166
EHOME,ViCi,Overpass,8,16,2,5196,2340144
Bad News Bears,Rugratz,Nuke,16,1,1,5178,2339900
Bad News Bears,Rugratz,Mirage,10,16,2,5178,2339900
Heretics,Heroic,Inferno,16,13,1,5135,2340161
Heretics,Heroic,Dust2,16,13,1,5135,2340161
FURIA,Triumph,Inferno,16,11,1,5178,2339898
FURIA,Triumph,Overpass,16,14,1,5178,2339898
eUnited,Ze Pug Godz,Overpass,14,16,2,5178,2339901
eUnited,Ze Pug Godz,Inferno,10,16,2,5178,2339901
Envy,Swole Identity,Train,16,14,1,5178,2339899
Envy,Swole Identity,Overpass,11,16,2,5178,2339899
Envy,Swole Identity,Mirage,16,12,1,5178,2339899
fnatic,Dignitas,Overpass,16,3,1,5135,2340160
fnatic,Dignitas,Inferno,19,15,1,5135,2340160
fnatic,Dignitas,Vertigo,18,22,2,5135,2340160
Gen.G,Divine,Nuke,16,7,1,5178,2339902
Gen.G,Divine,Mirage,16,4,1,5178,2339902
Cloud9,LiViD,Overpass,16,11,1,5178,2339905
Cloud9,LiViD,Train,16,5,1,5178,2339905
Orgless,Yeah,Dust2,16,9,1,5178,2339903
Complexity,GODSENT,Inferno,16,11,1,5135,2340166
BIG,NiP,Vertigo,11,16,2,5135,2340164
BIG,NiP,Inferno,10,16,2,5135,2340164
Chaos,Mythic,Mirage,7,16,2,5178,2339904
Chaos,Mythic,Nuke,16,11,1,5178,2339904
Chaos,Mythic,Overpass,7,16,2,5178,2339904
Orgless,Yeah,Train,16,10,1,5178,2339903
EHOME,ViCi,Nuke,17,19,2,5196,2340144
Orgless,Yeah,Nuke,11,16,2,5178,2339903
Bad News Bears,Rugratz,Inferno,16,11,1,5178,2339900
eUnited,Ze Pug Godz,Vertigo,22,19,1,5178,2339901
NiP,Apeks,Overpass,12,16,2,5135,2339913
TYLOO,ViCi,Train,9,16,2,5196,2340154
EHOME,ViCi,Mirage,19,16,1,5196,2340144
fnatic,SMASH,Inferno,16,6,1,5135,2339906
fnatic,SMASH,Mirage,16,7,1,5135,2339906
OG,Heretics,Mirage,9,16,2,5135,2339911
OG,Heretics,Dust2,9,16,2,5135,2339911
NiP,Apeks,Inferno,16,5,1,5135,2339913
Yalla,Aequus,Mirage,8,16,2,5195,2340135
Dignitas,Movistar Riders,Nuke,16,14,1,5135,2339907
Dignitas,Movistar Riders,Overpass,16,10,1,5135,2339907
Heroic,KOVA,Nuke,19,16,1,5135,2339910
Heroic,KOVA,Vertigo,16,10,1,5135,2339910
Lucid Dream,Beyond,Mirage,22,19,1,5197,2340158
Lucid Dream,Beyond,Overpass,16,3,1,5197,2340158
Yalla,Aequus,Inferno,8,16,2,5195,2340135
TYLOO,ViCi,Mirage,16,13,1,5196,2340154
Bren,HZ,Nuke,22,20,1,5197,2340157
TYLOO,ViCi,Vertigo,8,16,2,5196,2340154
NiP,Apeks,Vertigo,16,14,1,5135,2339913
GODSENT,Copenhagen Flames,Nuke,19,17,1,5135,2339908
Bren,HZ,Mirage,10,16,2,5197,2340157
GODSENT,Copenhagen Flames,Vertigo,16,13,1,5135,2339908
Bren,HZ,Dust2,11,16,2,5197,2340157
Complexity,Sprout,Inferno,16,9,1,5135,2339909
Complexity,Sprout,Overpass,16,6,1,5135,2339909
BIG,Nordavind,Mirage,16,6,1,5135,2339912
BIG,Nordavind,Inferno,16,3,1,5135,2339912
fbg,Unique,Train,9,16,2,5109,2340060
Under 21,LiViD,Inferno,16,9,1,5151,2340006
fbg,Unique,Mirage,11,16,2,5109,2340060
Nemiga,eL'quvet,Dust2,16,6,1,5109,2340056
Nemiga,eL'quvet,Nuke,16,5,1,5109,2340056
Big Frames,Oceanus,Dust2,16,11,1,5151,2339827
Triumph,New England Whalers,Overpass,16,2,1,5151,2340007
Triumph,Big Frames,Nuke,22,20,1,5151,2340005
Monstars,Infinity,Dust2,7,16,2,5151,2340003
Monstars,Swole Identity,Train,14,16,2,5151,2340004
LiViD,Triumph,Inferno,17,19,2,5151,2340002
Swole Identity,New England Whalers,Mirage,16,12,1,5151,2339825
Isurus,BOOM,Overpass,4,16,2,5173,2340000
Isurus,BOOM,Mirage,17,19,2,5173,2340000
eUnited,Divine,Vertigo,16,6,1,5151,2339423
Rugratz,Infinity,Overpass,16,4,1,5151,2340001
Finest,ATK,Mirage,16,14,1,5195,2340129
AGO,GamerLegion,Inferno,16,6,1,5150,2340121
Yalla,Camel Riders,Nuke,4,16,2,5195,2340124
Finest,ATK,Inferno,16,4,1,5195,2340129
Yalla,Camel Riders,Mirage,16,4,1,5195,2340124
1WIN,Unique,Train,14,16,2,5109,2340123
1WIN,Unique,Nuke,19,15,1,5109,2340123
1WIN,Unique,Dust2,13,16,2,5109,2340123
forZe,pro100,Dust2,19,15,1,5109,2340128
forZe,pro100,Inferno,16,13,1,5109,2340128
Espada,HellRaisers,Mirage,16,9,1,5109,2340126
Hard Legion,Nemiga,Vertigo,16,14,1,5109,2340127
Hard Legion,Nemiga,Overpass,16,8,1,5109,2340127
Espada,HellRaisers,Dust2,16,12,1,5109,2340126
Yalla,Camel Riders,Train,17,19,2,5195,2340124
